flash,ram,text,code,rodata,data,bss,dec,hex,filename,filename
4881,8504,4881,4468,413,0,8504,13385,`3449,win95_winamp.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
1701,24,1701,1514,187,0,24,1725,`6bd,bios_config.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
838,8,838,596,242,0,8,846,`34e,win95_disk.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
2457,16,2457,1116,1341,0,16,2473,`9a9,win95_kb.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
661,8,661,420,241,0,8,669,`29d,win95_ntp.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
8154,3156,8150,7898,252,4,3152,11306,`2c2a,win95_pipes.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
2,0,2,2,0,0,0,2,`2,win95_usb.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
1979,0,1979,1616,363,0,0,1979,`7bb,win95_http10.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
2600,0,2600,2144,456,0,0,2600,`a28,win95_http11.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
688,0,688,452,236,0,0,688,`2b0,win95_tls.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
190728,0,190728,0,190728,0,0,190728,`2e908,win95_logos.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
291589,174358,291581,85466,206115,8,174350,465939,`71c13,/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a,/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
5092,0,5092,3964,1128,0,0,5092,`13e4,lv_obj.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
612,0,612,612,0,0,0,612,`264,lv_obj_class.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2088,0,2088,2088,0,0,0,2088,`828,lv_obj_draw.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
632,0,632,632,0,0,0,632,`278,lv_obj_event.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
8936,0,8936,8936,0,0,0,8936,`22e8,lv_obj_pos.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
7064,0,7064,7064,0,0,0,7064,`1b98,lv_obj_scroll.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
8204,0,8204,8204,0,0,0,8204,`200c,lv_obj_style.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
904,0,904,904,0,0,0,904,`388,lv_obj_style_gen.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2124,0,2124,2124,0,0,0,2124,`84c,lv_obj_tree.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
4712,0,4712,4712,0,0,0,4712,`1268,lv_refr.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2856,0,2856,2856,0,0,0,2856,`b28,lv_display.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1192,0,1192,1192,0,0,0,1192,`4a8,lv_draw.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2424,0,2424,2384,40,0,0,2424,`978,lv_draw_buf.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1340,0,1340,1324,16,0,0,1340,`53c,lv_draw_image.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2516,0,2516,2516,0,0,0,2516,`9d4,lv_draw_label.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
116,0,116,116,0,0,0,116,`74,lv_draw_mask.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1500,0,1500,1500,0,0,0,1500,`5dc,lv_draw_rect.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
484,0,484,484,0,0,0,484,`1e4,lv_image_decoder.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
5556,0,5556,5556,0,0,0,5556,`15b4,lv_draw_sw_mask.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
308,0,308,308,0,0,0,308,`134,lv_font.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
6420,0,6420,6420,0,0,0,6420,`1914,lv_indev.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
3836,0,3836,3836,0,0,0,3836,`efc,lv_indev_scroll.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
3464,0,3464,3464,0,0,0,3464,`d88,lv_flex.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2528,0,2528,2488,40,0,0,2528,`9e0,lv_bar.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
92,0,92,92,0,0,0,92,`5c,lv_layout.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
372,0,372,332,40,0,0,372,`174,lv_gif.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
136,412,136,136,0,0,412,548,`224,lv_init.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
4,0,4,4,0,0,0,4,`4,lv_image_cache.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1984,0,1984,1984,0,0,0,1984,`7c0,lv_anim.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2660,0,2660,2660,0,0,0,2660,`a64,lv_area.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
136,0,136,136,0,0,0,136,`88,lv_async.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
247,0,247,232,15,0,0,247,`f7,lv_color.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
324,0,324,324,0,0,0,324,`144,lv_event.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
981,0,981,980,1,0,0,981,`3d5,lv_fs.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
444,0,444,444,0,0,0,444,`1bc,lv_ll.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1514,0,1514,1332,182,0,0,1514,`5ea,lv_math.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
818,0,818,248,570,0,0,818,`332,lv_palette.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
920,0,920,776,144,0,0,920,`398,lv_style.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2491,28,2463,2452,11,28,0,2491,`9bb,lv_text.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
816,0,816,816,0,0,0,816,`330,lv_timer.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
12,0,12,12,0,0,0,12,`c,lv_os_none.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
3484,0,3484,3484,0,0,0,3484,`d9c,lv_sprintf_builtin.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2320,0,2320,2320,0,0,0,2320,`910,lv_string_builtin.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
124,0,124,124,0,0,0,124,`7c,lv_mem.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
13304,0,13304,13288,16,0,0,13304,`33f8,lv_theme_default.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
328,0,328,328,0,0,0,328,`148,lv_theme.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
92,0,92,92,0,0,0,92,`5c,lv_tick.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
3512,0,3512,3472,40,0,0,3512,`db8,lv_arc.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
92,0,92,52,40,0,0,92,`5c,lv_button.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
4877,28,4849,4756,93,28,0,4877,`130d,lv_buttonmatrix.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
3969,0,3969,3840,129,0,0,3969,`f81,lv_dropdown.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
3360,0,3360,3220,140,0,0,3360,`d20,lv_roller.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
751,0,751,708,43,0,0,751,`2ef,lv_switch.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
3962,0,3962,3920,42,0,0,3962,`f7a,lv_table.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1695,0,1695,1584,111,0,0,1695,`69f,lv_calendar.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1352,0,1352,460,892,0,0,1352,`548,lv_calendar_header_arrow.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1149,0,1149,424,725,0,0,1149,`47d,lv_calendar_header_dropdown.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
183,0,183,140,43,0,0,183,`b7,lv_canvas.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
5790,0,5790,5748,42,0,0,5790,`169e,lv_chart.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
931,0,931,876,55,0,0,931,`3a3,lv_checkbox.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
3286,0,3286,3244,42,0,0,3286,`cd6,lv_image.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2413,80,2333,704,1629,80,0,2413,`96d,lv_keyboard.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
4971,0,4971,4924,47,0,0,4971,`136b,lv_label.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1124,0,1124,1084,40,0,0,1124,`464,lv_led.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
733,0,733,692,41,0,0,733,`2dd,lv_line.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1421,0,1421,1032,389,0,0,1421,`58d,lv_menu.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
4962,0,4962,4916,46,0,0,4962,`1362,lv_scale.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2559,0,2559,2516,43,0,0,2559,`9ff,lv_slider.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
28,0,28,28,0,0,0,28,`1c,lv_span.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2228,0,2228,2180,48,0,0,2228,`8b4,lv_spinbox.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
204,0,204,160,44,0,0,204,`cc,lv_spinner.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
976,0,976,932,44,0,0,976,`3d0,lv_tabview.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
5102,4,5102,5048,54,0,4,5106,`13f2,lv_textarea.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
365,0,365,276,89,0,0,365,`16d,lv_tileview.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
168,0,168,128,40,0,0,168,`a8,lv_win.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
12,0,12,12,0,0,0,12,`c,lv_port_mem.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
662,14,662,444,218,0,14,676,`2a4,lv_vendor.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
969,8,969,656,313,0,8,977,`3d1,tdl_audio_manage.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
455,69,391,176,215,64,5,460,`1cc,tdd_disp_rgb_ili9488.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
641,6,641,508,133,0,6,647,`287,tdd_disp_sw_spi.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1108,32,1108,902,206,0,32,1140,`474,tdd_display_rgb.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
640,8,640,528,112,0,8,648,`288,tdd_tp_gt1151.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
418,0,418,310,108,0,0,418,`1a2,tdd_tp_i2c.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
3189,88,3189,2524,665,0,88,3277,`ccd,tal_cli.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
664,8,664,568,96,0,8,672,`2a0,tal_uart.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1798,242,1798,1446,352,0,242,2040,`7f8,tal_kv.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
1005,0,1005,840,165,0,0,1005,`3ed,kv_serialize.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
15274,0,15274,14730,544,0,0,15274,`3baa,lfs.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2418,0,2418,2080,338,0,0,2418,`972,tal_network.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
92,16,76,76,0,16,0,92,`5c,tal_network_register.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
476,0,476,476,0,0,0,476,`1dc,tal_hash.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
672,0,672,672,0,0,0,672,`2a0,tal_symmetry.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
60,0,60,60,0,0,0,60,`3c,tal_api.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
2023,28,1999,1800,199,24,4,2027,`7eb,tal_log.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaos.a
